已知标签	Alpha	Beta	Theta	Delta
6	4.822808145716007	0.969143902972438	-1.5223898773928264	-1.5686733639011747
6	2.796200939600198	1.05882962414331	-1.3294185075197855	-1.5032926629830803
6	0.9326540834017524	0.9413840368957399	-1.6824684001284171	-1.3228750326015035
6	1.251010004668987	1.1741398370772875	-1.9960468761721089	-1.6770894628919388
6	-0.8901276853173518	1.3748650225549528	-2.048675431592029	-1.7284008990555066
6	-0.7950091478655561	1.216847323349131	-2.1385825471010595	-1.7002623695464534
6	-0.8474214031961373	1.4730922409801925	-2.072796852826159	-1.6150191772102036
6	-0.8998336585267188	1.464550743725824	-1.9982397326479386	-1.5529488915284686
6	-0.5834189319013576	0.8538336900384604	-1.4587970395937562	-1.1019048155745264
6	-0.7969503425074295	0.7278466055365218	-1.1890756930666646	-1.1052152308108856
6	-0.8843041013917318	0.42248807869284005	-1.1605685588808743	-0.7725184995567851
6	-0.8415978192705172	0.4651955649646835	-1.403975627698006	-1.0588694175018567
6	-0.12723819106111325	0.4288942016336164	-1.623261275281007	-1.108525646047245
6	-0.06900235180491171	0.46946631359186775	-1.3359970769472755	-1.0059027737201094
6	-0.7251261407581145	0.6488377559336113	-1.5136184514895064	-1.040662133701881
6	-1.0027169745460078	1.0908602388471924	-1.9368397513246984	-1.4561192458649619
6	-0.936716356722313	1.0865894902200082	-1.7219398166933573	-1.3940489601832267
6	-0.7872443692980627	0.9969037690491369	-1.6824684001284171	-1.388255733519598
6	-0.9755402495597805	1.048152752575349	-1.7592183767824676	-1.1962516498107638
6	-1.0570704245184623	1.0310697580666117	-1.5991398540468766	-1.2864604650015523
6	-0.7503616711024683	0.6744622476967173	-1.5991398540468766	-1.2781844269106544
6	-0.9522459138573001	1.4453323749034943	-2.1670896812868494	-1.5446728534375704
6	0.1095875552474393	0.4545186933967228	0.3985523954342634	-0.8205195204839938
6	-0.2980633195459706	0.47587243653264455	0.4117095342892432	-0.7005169681659725
6	0.9559484191042331	0.19400302713847664	-0.3623688016787506	-0.7783117262204138
6	0.37747241582596563	0.26019963085983433	-0.16720457532987948	-0.6276878329660697
6	-0.1757680571079478	0.552745911821963	-0.8798829299746331	-0.5449274520570895
6	0.008645433870023585	0.27301187674138716	-1.033382883282734	-0.5366514139661916
6	-0.4591824748214612	0.42248807869284005	-0.6298972917300117	-0.4803743549480851
6	-0.8901276853173518	0.41821733006565576	-1.450025613690436	-0.8461752385657776
6	-0.8163622889261631	0.3071778657588621	-1.445639900738776	-0.7220346672023072
6	-0.7406556978931016	0.8559690643520529	-1.5969469975710466	-1.2864604650015523
6	-0.5581834015570039	0.4395710732015775	-1.8162326451540478	-1.183837592674417
6	-0.6338899925900655	0.6723268733831251	-1.7175541037416975	-1.2277005945561763
6	-0.7328909193256079	0.6808683706374941	-1.5618612939577665	-1.1556990631653636
6	-0.9250691888710726	0.8559690643520529	-1.5596684374819365	-1.3195646173651445
6	-1.0007757799041346	1.0161221378714664	-1.6013327105227069	-1.5074306820285297
6	-0.8299506514192769	0.9413840368957399	-1.9171040430422284	-1.2119761221834702
6	-0.49606517301705566	0.7363881027908903	-1.4719541784487364	-1.062179832738216
6	1.664484463388017	0.27941799968216396	-0.26369026026639986	-0.7212070633932176
6	0.82782957274059	0.08723431145886762	-1.0882042951784845	-0.7344487243386542
6	-0.10200266071675916	0.29436561987730925	-0.5421830326968116	-0.4588566559117502
6	-0.5232418980032828	0.4054050841841026	-1.0794328692751642	-0.7534836119477196
6	0.4881205104127484	-0.10708475107802085	-1.103554290509294	-0.6574815700933025
6	-0.6028308783200914	0.5121737998637116	-0.9763686149111535	-0.6045149263115555
6	-0.7445380871768482	0.48014318515982884	-0.8601472216921631	-0.6475503243842251
6	-0.6416547711575592	0.10004655734042081	-0.8294472310305427	-0.36864784072096174
6	-0.38735827307214626	0.5164445484908958	-0.39964736176786075	-0.7543112157568096
6	-0.2242979231547823	0.44170644751516963	-0.2987759638796801	-0.4820295625662647
6	-0.2728277892016168	0.5570166604491472	0.058659641680611524	-0.5076852806480485
6	-0.5096535355101693	0.9541962827772926	-1.8337754969606879	-1.2798396345288339
6	-0.8804217121079848	0.9776854002268073	-1.625454131756837	-1.2856328611924626
6	1.2995398707158214	0.021037707737509913	2.117751872484992	-0.8693481452202921
6	1.4936593349031595	-0.10067862813724444	2.690087412676625	-0.7601044424204382
6	1.7576618061979392	0.023173082051102047	1.1134236065548466	-0.7261726862477563
6	1.668366852671764	-0.04942964461103206	2.258094686938113	-0.7965190100203893
6	0.6084745782088982	-0.3910895347857809	2.9905087498653367	-0.5805144158479509
6	2.072135338181427	-0.10494937676442871	1.67479486436733	-0.8205195204839938
6	0.8239471834568434	0.09791118302682868	2.165994714953252	-0.5391342253934609
6	2.3516673666111942	-0.1497922373498643	1.183595013781407	-0.7510008005204504
6	1.3267165957020488	-0.08146025931491446	1.69014485969814	-0.5912732653661186
6	1.9304281293246701	-0.393224909099373	1.3261306847103582	-0.7956914062112996
6	1.3868936296001235	-0.034482024415886735	1.5739234664791493	-0.6161013796388124
6	1.0801848761841297	0.014631584796733509	1.7098805679806102	-0.5954112844115674
6	2.0236054721345926	0.0039547132287724536	1.7975948270138102	-0.7807945376476833
6	-0.29029854097847724	-0.7049895588838315	-1.5947541410952166	-0.4836847701844443
6	1.002537090509194	-0.19036434930811602	1.0454450558041166	-0.4927884120844321
6	-0.2592394267085031	-0.5063997477197585	0.9248379496334658	-0.17912656843939712
6	-1.2803078083339012	-1.3071651153168264	-1.8096540757265578	0.8570334005410352
6	1.6547784901786504	-0.08786638225569125	1.286659268145418	-0.7369315357659236
6	1.2665395618039743	-0.260831701656658	1.9620590627010612	-0.601204511075196
6	-0.5271242872870298	-0.8758195039712058	-0.866725791119653	-0.06574484659409414
6	0.9443012512529931	-0.04942964461103206	0.7647594268978749	-0.7667252728931565
6	-0.14276774819610033	-0.9975358398459602	-1.9214897559938884	0.43661066552341576
6	-0.07482593573053208	-0.8694133810304294	-1.1956542624941546	0.7295824139412057
6	0.5211208193245962	-0.630251457908105	-0.634283004681672	-0.5076852806480485
6	1.9906051632227455	-0.2949976906741325	1.2778878422420974	-0.811415878584006
6	2.289549138071246	-0.14765686303627218	1.3480592494686578	-0.7700356881295158
6	1.1500678832915712	-0.46582763576150715	2.1813447102840624	-0.3529233683482554
6	1.761544195481686	-0.10708475107802085	1.354637818896148	-0.7766565186022342
6	1.6547784901786504	-0.35051742282752957	2.049773321734262	-0.5631347358570653
6	1.464541415275059	-0.34197592557316064	1.8853090860470112	-0.4257525035481582
6	0.5133560407571022	-0.03661739872947887	2.2142375574215127	-0.5589967168116163
6	0.6453572764044919	-0.33770517694597635	-0.6057758704958817	-0.4754087320935461
6	1.36748168318139	-0.025940527161517818	1.7449662715938903	-0.5978940958388369
6	-0.21459194994541525	1.0609649984569016	-1.4061684841738358	-1.2674255773924867
6	-1.1036590959234236	0.6402962586792423	-1.9302611818972086	-1.2508735012106909
6	-0.7872443692980627	0.9883622717947675	-1.649575552990967	-1.1937688383834946
6	-0.7290085300418612	1.0353405066937962	-1.6561541224184573	-1.388255733519598
6	-0.7387145032512282	1.0972663617879692	-1.5267755903444866	-1.2988745221378994
6	-0.9134220210198323	0.9926330204219519	-1.7263255296450173	-1.2401146516925234
6	-1.334661258306356	-0.854465760835284	-2.24603251441673	0.07908581999662123
6	1.3733052671070096	-0.04515889598384741	-0.7285758331423624	-0.9272804118565782
6	2.1536655131401092	0.3669683465394434	1.3217449717586982	-0.9347288461383864
6	1.7576618061979392	0.3114486143860467	2.1331018678158022	-0.9653501870747091
6	1.6353665437599163	0.04879757381420843	2.2602875434139427	-0.7063101948296009
6	-0.8338330407030239	-0.8950378727935354	-2.390761041821511	-0.7336211205295645
6	1.8197800347378874	0.04666219950061629	0.6112594735897743	-0.9984543394383011
6	1.6334253491180426	-0.0323466501022946	0.5959094782589641	-0.7261726862477563
6	-0.2786513731272368	-0.5875439716362615	-1.1539899894533845	-0.3123707817028552
6	0.5754742692970504	-0.46582763576150715	-1.3491542158022556	-0.36119940643915355
6	0.6181805514182652	-0.27791469616539544	-0.8579543652163331	-0.2685077798210956
6	-0.6940670264881404	-0.9227977388702339	-2.077182565777819	-0.6723784386569189
6	1.3868936296001235	-0.260831701656658	-1.2066185448733049	-0.8196919166749038
6	1.3150694278508088	0.11285880322197361	0.12225247947968167	-0.7137586291114091
6	1.8605451222172285	0.014631584796733509	1.0783379029415672	-0.8006570290658384
6	1.8838394579197093	-0.05583576755180847	0.9467665143917662	-0.5399618292025508
6	0.45900259078464795	0.3755098437938119	-0.3645616581545806	-0.5879628501297591
6	0.9287716941180058	-0.08786638225569125	0.23628101622284214	-0.6003769072661064
6	0.6259453299857586	-0.438067769684809	-1.2044256883974749	-0.9330736385202069
6	-0.35241676951842543	-0.3590589200818981	-1.7964969368715777	-1.1929412345744046
6	0.09794038739619891	-0.474369133015876	-1.671504117749267	-0.8081054633476465
6	1.7091319401511047	-0.06437726480617739	0.6507308901547144	-0.5896180577479387
6	2.493374575467951	0.2644703794870186	0.10470962767304194	-0.8329335776203407
6	1.24130403145962	-0.3804126632178198	3.448815753313808	-0.714586232920499
6	-0.5057711462264224	2.1521412727025067	-2.3819896159181906	-1.9228877941916103
6	-0.6513607443669259	2.1158399093714393	-2.1473539730043796	-1.8426102247098992
6	-0.7891855639399361	1.994123573496685	-2.0815682787294794	-1.768125881891817
6	-1.0201877263228682	2.094486166235517	-2.031132579785389	-1.8318513751917318
6	-1.0395996727416021	1.7079834154753326	-2.1912111025209797	-1.8053680533008583
6	-0.9968933906203878	1.7421494044928076	-2.044289718640369	-1.7209524647736985
6	-0.9192456049454526	1.633245314499606	-1.5267755903444866	-1.1780443660107882
6	-0.9968933906203878	0.6723268733831251	-1.3645042111330659	-0.8916934480657167
6	-1.0687175923697028	1.347105156478254	-1.3908184888430257	-1.0936287774836286
6	-0.9619518870666668	1.4367908776491258	-1.382047062939706	-1.028248076565534
